STUDIENR,UDDANNELSE,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,BEDOMMELSESDATO
STNR007930,"Informationsteknologi, cand.polyt.",2443,02443 Stokastisk simulation,IB,bestået/ikke bestået,5.0,Skriftlig,intern censur,2018-07-19
STNR007930,"Informationsteknologi, cand.polyt.",2808,02808 Personal data interaction,7,7-trinsskala,10.0,Afløsningsopgave,ekstern censur,2018-06-07
STNR007930,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-14
STNR007930,"Informationsteknologi, cand.polyt.",88383,88383 Akademisk informationssøgning - styrk dine informationskompetencer,BE,bestået/ikke bestået,2.5,Skriftlig,ekstern censur,2020-01-24
STNR007930,"Informationsteknologi, cand.polyt.",E22-30,Institut for Sundhedsteknologi,EM,7-trinsskala,30.0,Projekt,ekstern censur,2020-07-03
STNR009127,"Informationsteknologi, cand.polyt.",2203,02203 Design af digitale systemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
STNR009127,"Informationsteknologi, cand.polyt.",2211,02211 Videregående computerarkitektur,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-05-24
STNR009127,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR009127,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-12-17
STNR009127,"Informationsteknologi, cand.polyt.",2224,02224 Modellering og analyse af tidstro systemer,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-07-09
STNR009127,"Informationsteknologi, cand.polyt.",2247,02247 Oversætterkonstruktion,10,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-05-24
STNR009127,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR009127,"Informationsteknologi, cand.polyt.",2450,02450 Introduktion til machine learning og data mining,2,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-08
STNR009127,"Informationsteknologi, cand.polyt.",2635,02635 Programmering af matematisk software,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-01
STNR009127,"Informationsteknologi, cand.polyt.",12135,12135 Waste management at Roskilde Festival,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-08-23
STNR009127,"Informationsteknologi, cand.polyt.",42634,42634 X-Tech entrepreneurship,12,7-trinsskala,10.0,Mundtlig,ekstern censur,2019-12-16
STNR009127,"Informationsteknologi, cand.polyt.",02244-3,02244 Sprog-baseret sikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-05-19
STNR009127,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,7,7-trinsskala,30.0,Projekt,ekstern censur,2021-02-19
STNR009127,"Informationsteknologi, cand.polyt.",S01-02-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,2.5,Projekt,ekstern censur,2021-05-17
STNR009127,"Informationsteknologi, cand.polyt.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2019-11-18
STNR009127,"Informationsteknologi, cand.polyt.",S12-10-1,Specialkursus ved Institut for Vand og Miljøteknologi,12,7-trinsskala,10.0,Projekt,intern censur,2020-07-01
STNR009617,"Informationsteknologi, cand.polyt.",2191,02191 Computersikkerhedsundersøgelser,12,7-trinsskala,5.0,Mundtlig,intern censur,2021-01-22
STNR009617,"Informationsteknologi, cand.polyt.",2192,02192 Computersikkerhedshændelseshåndtering,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-06-15
STNR009617,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-09-03
STNR009617,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-12-17
STNR009617,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-11-19
STNR009617,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-04
STNR009617,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,12,7-trinsskala,5.0,Skriftlig,intern censur,2021-02-01
STNR009617,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR009617,"Informationsteknologi, cand.polyt.",2261,02261 Software startup studio,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-17
STNR009617,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-14
STNR009617,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-18
STNR009617,"Informationsteknologi, cand.polyt.",2393,02393 Programmering i C++,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2020-12-21
STNR009617,"Informationsteknologi, cand.polyt.",34359,34359 SDN: software-defineret netværk,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-05-21
STNR009617,"Informationsteknologi, cand.polyt.",34370,34370 Cloud-netværk,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-05-20
STNR009617,"Informationsteknologi, cand.polyt.",42634,42634 X-Tech entrepreneurship,7,7-trinsskala,10.0,Mundtlig,ekstern censur,2019-12-16
STNR009617,"Informationsteknologi, cand.polyt.",02255-1,02255 Praktisk kryptologi,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-12-06
STNR009617,"Informationsteknologi, cand.polyt.",E34-30,Institut for Fotonik,10,7-trinsskala,30.0,Projekt,ekstern censur,2021-07-07
