case_id,no_dev_total,no_constr_total,dev_fitness
STNR000236,8,1565,0.994888178913738
STNR000237,8,1565,0.994888178913738
STNR000238,8,1565,0.994888178913738
STNR000239,7,1565,0.9955271565495207
STNR000240,9,1565,0.9942492012779552
STNR000241,5,1565,0.9968051118210862
STNR000242,4,1565,0.997444089456869
STNR000243,6,1565,0.9961661341853035
STNR000244,11,1565,0.9929712460063898
STNR000245,8,1565,0.994888178913738
STNR000246,3,1565,0.9980830670926517
STNR000247,7,1565,0.9955271565495207
STNR000248,3,1565,0.9980830670926517
STNR000249,9,1565,0.9942492012779552
STNR000250,7,1565,0.9955271565495207
STNR000251,9,1565,0.9942492012779552
STNR000252,11,1565,0.9929712460063898
STNR000253,8,1565,0.994888178913738
STNR000254,9,1565,0.9942492012779552
STNR000255,3,1565,0.9980830670926517
STNR000256,3,1565,0.9980830670926517
STNR000257,8,1565,0.994888178913738
STNR000258,6,1565,0.9961661341853035
STNR000259,6,1565,0.9961661341853035
STNR000260,7,1565,0.9955271565495207
STNR000261,10,1565,0.9936102236421726
STNR000262,14,1565,0.9910543130990416
STNR000263,3,1565,0.9980830670926517
STNR000264,3,1565,0.9980830670926517
STNR000265,3,1565,0.9980830670926517
STNR000266,3,1565,0.9980830670926517
STNR000267,15,1565,0.9904153354632588
STNR000268,16,1565,0.9897763578274761
STNR000269,16,1565,0.9897763578274761
STNR000270,11,1565,0.9929712460063898
STNR000271,3,1565,0.9980830670926517
STNR000272,4,1565,0.997444089456869
STNR000273,3,1565,0.9980830670926517
STNR000274,3,1565,0.9980830670926517
STNR000275,4,1565,0.997444089456869
STNR000276,3,1565,0.9980830670926517
STNR000277,4,1565,0.997444089456869
STNR000278,3,1565,0.9980830670926517
STNR000279,11,1565,0.9929712460063898
STNR000280,3,1565,0.9980830670926517
STNR000281,11,1565,0.9929712460063898
STNR000282,3,1565,0.9980830670926517
STNR000283,3,1565,0.9980830670926517
STNR000284,3,1565,0.9980830670926517
STNR000285,3,1565,0.9980830670926517
STNR000286,16,1565,0.9897763578274761
STNR000287,4,1565,0.997444089456869
STNR000288,6,1565,0.9961661341853035
STNR000289,5,1565,0.9968051118210862
STNR000290,6,1565,0.9961661341853035
STNR000291,3,1565,0.9980830670926517
STNR000292,7,1565,0.9955271565495207
STNR000293,6,1565,0.9961661341853035
STNR000294,4,1565,0.997444089456869
STNR000295,4,1565,0.997444089456869
STNR000296,6,1565,0.9961661341853035
STNR000297,8,1565,0.994888178913738
STNR000298,9,1565,0.9942492012779552
STNR000299,12,1565,0.9923322683706071
STNR000300,7,1565,0.9955271565495207
STNR000301,7,1565,0.9955271565495207
STNR000302,13,1565,0.9916932907348243
STNR000303,8,1565,0.994888178913738
STNR000304,17,1565,0.9891373801916933
STNR000305,11,1565,0.9929712460063898
STNR000306,4,1565,0.997444089456869
STNR000307,9,1565,0.9942492012779552
STNR000308,12,1565,0.9923322683706071
STNR000309,10,1565,0.9936102236421726
STNR000310,13,1565,0.9916932907348243
STNR000311,10,1565,0.9936102236421726
STNR000312,8,1565,0.994888178913738
STNR000313,9,1565,0.9942492012779552
STNR000314,9,1565,0.9942492012779552
STNR000315,10,1565,0.9936102236421726
STNR000316,8,1565,0.994888178913738
STNR000317,9,1565,0.9942492012779552
STNR000318,3,1565,0.9980830670926517
STNR000319,11,1565,0.9929712460063898
STNR000320,9,1565,0.9942492012779552
STNR000321,18,1565,0.9884984025559106
STNR000322,11,1565,0.9929712460063898
STNR000323,8,1565,0.994888178913738
STNR000324,14,1565,0.9910543130990416
STNR000325,14,1565,0.9910543130990416
STNR000326,19,1565,0.9878594249201278
STNR000327,14,1565,0.9910543130990416
STNR000328,3,1565,0.9980830670926517
STNR000329,13,1565,0.9916932907348243
STNR000330,11,1565,0.9929712460063898
STNR000331,13,1565,0.9916932907348243
STNR000332,10,1565,0.9936102236421726
STNR000333,9,1565,0.9942492012779552
STNR000334,14,1565,0.9910543130990416
STNR000335,15,1565,0.9904153354632588
STNR000336,12,1565,0.9923322683706071
STNR000337,15,1565,0.9904153354632588
STNR000338,3,1565,0.9980830670926517
STNR000339,9,1565,0.9942492012779552
STNR000340,11,1565,0.9929712460063898
STNR000341,15,1565,0.9904153354632588
STNR000342,14,1565,0.9910543130990416
STNR000343,13,1565,0.9916932907348243
STNR000344,3,1565,0.9980830670926517
STNR000345,6,1565,0.9961661341853035
STNR000346,12,1565,0.9923322683706071
STNR000347,9,1565,0.9942492012779552
STNR000348,9,1565,0.9942492012779552
STNR000349,12,1565,0.9923322683706071
STNR000350,12,1565,0.9923322683706071
STNR000351,9,1565,0.9942492012779552
STNR000352,15,1565,0.9904153354632588
STNR000353,10,1565,0.9936102236421726
STNR000354,12,1565,0.9923322683706071
STNR000355,16,1565,0.9897763578274761
STNR000356,16,1565,0.9897763578274761
STNR000357,9,1565,0.9942492012779552
STNR000358,9,1565,0.9942492012779552
STNR000359,18,1565,0.9884984025559106
STNR000360,18,1565,0.9884984025559106
STNR000361,18,1565,0.9884984025559106
STNR000362,4,1565,0.997444089456869
STNR000363,13,1565,0.9916932907348243
STNR000364,4,1565,0.997444089456869
STNR000365,3,1565,0.9980830670926517
STNR000366,3,1565,0.9980830670926517
STNR000367,14,1565,0.9910543130990416
STNR000368,7,1565,0.9955271565495207
STNR000369,4,1565,0.997444089456869
STNR000370,8,1565,0.994888178913738
STNR000371,8,1565,0.994888178913738
STNR000372,3,1565,0.9980830670926517
STNR000373,3,1565,0.9980830670926517
STNR000374,10,1565,0.9936102236421726
STNR000375,12,1565,0.9923322683706071
STNR000376,12,1565,0.9923322683706071
STNR000377,4,1565,0.997444089456869
STNR000378,3,1565,0.9980830670926517
STNR000379,3,1565,0.9980830670926517
STNR000380,6,1565,0.9961661341853035
STNR000381,6,1565,0.9961661341853035
STNR000382,7,1565,0.9955271565495207
STNR000383,4,1565,0.997444089456869
STNR000384,5,1565,0.9968051118210862
STNR000385,20,1565,0.9872204472843451
STNR000386,9,1565,0.9942492012779552
STNR000387,13,1565,0.9916932907348243
STNR000388,5,1565,0.9968051118210862
STNR000389,11,1565,0.9929712460063898
STNR000390,3,1565,0.9980830670926517
STNR000391,3,1565,0.9980830670926517
STNR000392,3,1565,0.9980830670926517
STNR000393,3,1565,0.9980830670926517
STNR000394,6,1565,0.9961661341853035
STNR000395,3,1565,0.9980830670926517
STNR000396,3,1565,0.9980830670926517
STNR000397,7,1565,0.9955271565495207
STNR000398,3,1565,0.9980830670926517
STNR000399,6,1565,0.9961661341853035
STNR000400,10,1565,0.9936102236421726
STNR000401,4,1565,0.997444089456869
STNR000402,3,1565,0.9980830670926517
STNR000403,3,1565,0.9980830670926517
STNR000404,3,1565,0.9980830670926517
STNR000405,3,1565,0.9980830670926517
STNR000406,9,1565,0.9942492012779552
STNR000407,3,1565,0.9980830670926517
STNR000408,4,1565,0.997444089456869
STNR000409,3,1565,0.9980830670926517
STNR000410,8,1565,0.994888178913738
STNR000411,7,1565,0.9955271565495207
STNR000412,7,1565,0.9955271565495207
STNR000413,6,1565,0.9961661341853035
STNR000414,8,1565,0.994888178913738
STNR000415,10,1565,0.9936102236421726
STNR000416,9,1565,0.9942492012779552
STNR000417,7,1565,0.9955271565495207
STNR000418,9,1565,0.9942492012779552
STNR000419,12,1565,0.9923322683706071
STNR000420,3,1565,0.9980830670926517
STNR000421,4,1565,0.997444089456869
STNR000422,12,1565,0.9923322683706071
STNR000423,7,1565,0.9955271565495207
STNR000424,15,1565,0.9904153354632588
STNR000425,7,1565,0.9955271565495207
STNR000426,3,1565,0.9980830670926517
STNR000427,19,1565,0.9878594249201278
STNR000428,6,1565,0.9961661341853035
STNR000429,13,1565,0.9916932907348243
STNR000430,4,1565,0.997444089456869
STNR000431,7,1565,0.9955271565495207
STNR000432,12,1565,0.9923322683706071
STNR000433,5,1565,0.9968051118210862
STNR000434,3,1565,0.9980830670926517
STNR000435,6,1565,0.9961661341853035
STNR000436,9,1565,0.9942492012779552
STNR000437,7,1565,0.9955271565495207
STNR000438,10,1565,0.9936102236421726
STNR000439,9,1565,0.9942492012779552
STNR000440,7,1565,0.9955271565495207
STNR000441,5,1565,0.9968051118210862
STNR000442,3,1565,0.9980830670926517
STNR000443,9,1565,0.9942492012779552
STNR000444,4,1565,0.997444089456869
STNR000445,9,1565,0.9942492012779552
STNR000446,8,1565,0.994888178913738
STNR000447,6,1565,0.9961661341853035
STNR000448,7,1565,0.9955271565495207
STNR000449,8,1565,0.994888178913738
STNR000450,8,1565,0.994888178913738
STNR000451,7,1565,0.9955271565495207
STNR000452,8,1565,0.994888178913738
STNR000453,14,1565,0.9910543130990416
STNR000454,10,1565,0.9936102236421726
STNR000455,10,1565,0.9936102236421726
STNR000456,11,1565,0.9929712460063898
STNR000457,10,1565,0.9936102236421726
STNR000458,9,1565,0.9942492012779552
STNR000459,11,1565,0.9929712460063898
STNR000460,5,1565,0.9968051118210862
STNR000461,6,1565,0.9961661341853035
STNR000462,6,1565,0.9961661341853035
STNR000463,8,1565,0.994888178913738
STNR000464,8,1565,0.994888178913738
STNR000465,8,1565,0.994888178913738
STNR000466,9,1565,0.9942492012779552
STNR000467,8,1565,0.994888178913738
STNR000468,8,1565,0.994888178913738
STNR000469,7,1565,0.9955271565495207
STNR000470,7,1565,0.9955271565495207
STNR000471,14,1565,0.9910543130990416
STNR000472,16,1565,0.9897763578274761
STNR000473,13,1565,0.9916932907348243
STNR000474,10,1565,0.9936102236421726
STNR000475,16,1565,0.9897763578274761
STNR000476,13,1565,0.9916932907348243
STNR000477,8,1565,0.994888178913738
STNR000478,12,1565,0.9923322683706071
STNR000479,13,1565,0.9916932907348243
STNR000480,12,1565,0.9923322683706071
STNR000481,13,1565,0.9916932907348243
STNR000482,7,1565,0.9955271565495207
STNR000483,7,1565,0.9955271565495207
STNR000484,6,1565,0.9961661341853035
STNR000485,7,1565,0.9955271565495207
STNR000486,7,1565,0.9955271565495207
STNR000487,7,1565,0.9955271565495207
STNR000488,14,1565,0.9910543130990416
STNR000489,14,1565,0.9910543130990416
STNR000490,14,1565,0.9910543130990416
STNR000491,7,1565,0.9955271565495207
STNR000492,12,1565,0.9923322683706071
STNR000493,15,1565,0.9904153354632588
STNR000494,8,1565,0.994888178913738
STNR000495,12,1565,0.9923322683706071
STNR000496,6,1565,0.9961661341853035
STNR000497,6,1565,0.9961661341853035
STNR000498,8,1565,0.994888178913738
STNR000499,6,1565,0.9961661341853035
STNR000500,5,1565,0.9968051118210862
STNR000501,13,1565,0.9916932907348243
STNR000502,12,1565,0.9923322683706071
STNR000503,9,1565,0.9942492012779552
STNR000504,9,1565,0.9942492012779552
STNR000505,8,1565,0.994888178913738
STNR000506,20,1565,0.9872204472843451
STNR000507,5,1565,0.9968051118210862
STNR000508,12,1565,0.9923322683706071
STNR000509,7,1565,0.9955271565495207
STNR000510,16,1565,0.9897763578274761
STNR000511,10,1565,0.9936102236421726
STNR000512,11,1565,0.9929712460063898
STNR000513,4,1565,0.997444089456869
STNR000514,12,1565,0.9923322683706071
STNR000515,11,1565,0.9929712460063898
STNR000517,7,1565,0.9955271565495207
STNR000518,5,1565,0.9968051118210862
STNR000519,5,1565,0.9968051118210862
STNR000520,10,1565,0.9936102236421726
STNR000521,8,1565,0.994888178913738
STNR000522,8,1565,0.994888178913738
STNR000523,7,1565,0.9955271565495207
STNR000524,9,1565,0.9942492012779552
STNR000525,9,1565,0.9942492012779552
STNR000526,6,1565,0.9961661341853035
STNR000527,5,1565,0.9968051118210862
STNR000528,4,1565,0.997444089456869
STNR000529,6,1565,0.9961661341853035
STNR000530,7,1565,0.9955271565495207
STNR000531,5,1565,0.9968051118210862
STNR000532,7,1565,0.9955271565495207
STNR000533,5,1565,0.9968051118210862
STNR000534,8,1565,0.994888178913738
STNR000535,9,1565,0.9942492012779552
STNR000536,19,1565,0.9878594249201278
STNR000537,6,1565,0.9961661341853035
STNR000538,8,1565,0.994888178913738
STNR000539,11,1565,0.9929712460063898
STNR000540,6,1565,0.9961661341853035
STNR000541,12,1565,0.9923322683706071
STNR000542,7,1565,0.9955271565495207
STNR000543,10,1565,0.9936102236421726
STNR000544,12,1565,0.9923322683706071
STNR000545,5,1565,0.9968051118210862
STNR000546,5,1565,0.9968051118210862
STNR000548,3,1565,0.9980830670926517
STNR000549,3,1565,0.9980830670926517
STNR000550,3,1565,0.9980830670926517
STNR000551,10,1565,0.9936102236421726
STNR000552,4,1565,0.997444089456869
STNR000553,13,1565,0.9916932907348243
STNR000554,5,1565,0.9968051118210862
STNR000555,7,1565,0.9955271565495207
STNR000556,8,1565,0.994888178913738
STNR000557,5,1565,0.9968051118210862
STNR000558,3,1565,0.9980830670926517
STNR000559,4,1565,0.997444089456869
STNR000560,5,1565,0.9968051118210862
STNR000561,8,1565,0.994888178913738
STNR000562,5,1565,0.9968051118210862
STNR000563,3,1565,0.9980830670926517
STNR000564,8,1565,0.994888178913738
STNR000565,7,1565,0.9955271565495207
STNR000566,7,1565,0.9955271565495207
STNR000567,7,1565,0.9955271565495207
STNR000568,5,1565,0.9968051118210862
STNR000569,5,1565,0.9968051118210862
STNR000570,9,1565,0.9942492012779552
STNR000571,9,1565,0.9942492012779552
STNR000572,7,1565,0.9955271565495207
STNR000573,12,1565,0.9923322683706071
STNR000574,3,1565,0.9980830670926517
STNR000575,3,1565,0.9980830670926517
STNR000576,9,1565,0.9942492012779552
STNR000577,12,1565,0.9923322683706071
STNR000578,9,1565,0.9942492012779552
STNR000579,10,1565,0.9936102236421726
STNR000580,7,1565,0.9955271565495207
STNR000581,3,1565,0.9980830670926517
STNR000582,3,1565,0.9980830670926517
STNR000583,3,1565,0.9980830670926517
STNR000584,4,1565,0.997444089456869
STNR000585,6,1565,0.9961661341853035
STNR000586,10,1565,0.9936102236421726
STNR000587,3,1565,0.9980830670926517
STNR000588,6,1565,0.9961661341853035
STNR000589,9,1565,0.9942492012779552
STNR000590,10,1565,0.9936102236421726
STNR000591,5,1565,0.9968051118210862
STNR000592,8,1565,0.994888178913738
STNR000593,8,1565,0.994888178913738
STNR000594,3,1565,0.9980830670926517
STNR000595,3,1565,0.9980830670926517
STNR000596,5,1565,0.9968051118210862
STNR000597,3,1565,0.9980830670926517
STNR000598,6,1565,0.9961661341853035
STNR000599,3,1565,0.9980830670926517
STNR000600,6,1565,0.9961661341853035
STNR000601,4,1565,0.997444089456869
STNR000602,7,1565,0.9955271565495207
STNR000603,10,1565,0.9936102236421726
STNR000604,10,1565,0.9936102236421726
STNR000605,7,1565,0.9955271565495207
STNR000606,10,1565,0.9936102236421726
STNR000607,13,1565,0.9916932907348243
STNR000608,10,1565,0.9936102236421726
STNR000609,9,1565,0.9942492012779552
STNR000610,6,1565,0.9961661341853035
STNR000611,4,1565,0.997444089456869
STNR000612,4,1565,0.997444089456869
STNR000613,5,1565,0.9968051118210862
STNR000614,4,1565,0.997444089456869
STNR000615,4,1565,0.997444089456869
STNR000616,4,1565,0.997444089456869
STNR000617,4,1565,0.997444089456869
STNR000618,3,1565,0.9980830670926517
STNR000619,6,1565,0.9961661341853035
STNR000620,8,1565,0.994888178913738
STNR000621,10,1565,0.9936102236421726
STNR000622,3,1565,0.9980830670926517
STNR000623,9,1565,0.9942492012779552
STNR000624,4,1565,0.997444089456869
STNR000625,6,1565,0.9961661341853035
STNR000626,6,1565,0.9961661341853035
STNR000627,5,1565,0.9968051118210862
STNR000628,6,1565,0.9961661341853035
STNR000629,6,1565,0.9961661341853035
STNR000630,5,1565,0.9968051118210862
STNR000631,4,1565,0.997444089456869
STNR000632,3,1565,0.9980830670926517
STNR000633,3,1565,0.9980830670926517
STNR000634,3,1565,0.9980830670926517
STNR000635,6,1565,0.9961661341853035
STNR000636,3,1565,0.9980830670926517
STNR000637,8,1565,0.994888178913738
STNR000638,4,1565,0.997444089456869
STNR000639,5,1565,0.9968051118210862
STNR000640,14,1565,0.9910543130990416
STNR000641,10,1565,0.9936102236421726
STNR000642,9,1565,0.9942492012779552
STNR000643,5,1565,0.9968051118210862
STNR000644,6,1565,0.9961661341853035
STNR000645,8,1565,0.994888178913738
STNR000646,7,1565,0.9955271565495207
STNR000647,7,1565,0.9955271565495207
STNR000648,5,1565,0.9968051118210862
STNR000649,8,1565,0.994888178913738
STNR000650,7,1565,0.9955271565495207
STNR000651,9,1565,0.9942492012779552
STNR000652,7,1565,0.9955271565495207
STNR000653,8,1565,0.994888178913738
STNR000654,5,1565,0.9968051118210862
STNR000655,6,1565,0.9961661341853035
STNR000656,4,1565,0.997444089456869
STNR000657,8,1565,0.994888178913738
STNR000658,6,1565,0.9961661341853035
STNR000659,7,1565,0.9955271565495207
STNR000660,4,1565,0.997444089456869
STNR000661,8,1565,0.994888178913738
STNR000662,8,1565,0.994888178913738
STNR000663,3,1565,0.9980830670926517
STNR000664,8,1565,0.994888178913738
STNR000665,9,1565,0.9942492012779552
STNR000666,14,1565,0.9910543130990416
STNR000667,8,1565,0.994888178913738
STNR000668,7,1565,0.9955271565495207
STNR000669,7,1565,0.9955271565495207
STNR000670,8,1565,0.994888178913738
STNR000671,3,1565,0.9980830670926517
STNR000672,7,1565,0.9955271565495207
STNR000673,11,1565,0.9929712460063898
STNR000674,10,1565,0.9936102236421726
STNR000675,6,1565,0.9961661341853035
STNR000676,10,1565,0.9936102236421726
STNR000677,7,1565,0.9955271565495207
STNR000678,8,1565,0.994888178913738
STNR000679,9,1565,0.9942492012779552
STNR000680,4,1565,0.997444089456869
STNR000681,3,1565,0.9980830670926517
STNR000682,5,1565,0.9968051118210862
STNR000683,7,1565,0.9955271565495207
STNR000684,4,1565,0.997444089456869
STNR000685,3,1565,0.9980830670926517
STNR000686,5,1565,0.9968051118210862
STNR000687,5,1565,0.9968051118210862
STNR000688,7,1565,0.9955271565495207
STNR000689,5,1565,0.9968051118210862
STNR000690,7,1565,0.9955271565495207
STNR000691,9,1565,0.9942492012779552
STNR000692,6,1565,0.9961661341853035
STNR000693,7,1565,0.9955271565495207
STNR000694,11,1565,0.9929712460063898
STNR000695,6,1565,0.9961661341853035
STNR000696,8,1565,0.994888178913738
STNR000697,8,1565,0.994888178913738
STNR000698,10,1565,0.9936102236421726
STNR000699,5,1565,0.9968051118210862
STNR000700,7,1565,0.9955271565495207
STNR000701,12,1565,0.9923322683706071
STNR000702,8,1565,0.994888178913738
STNR000703,3,1565,0.9980830670926517
STNR000704,3,1565,0.9980830670926517
