case_id,no_dev_total,no_constr_total,dev_fitness
STNR000485,2,922,0.9978308026030369
STNR000486,6,922,0.9934924078091106
STNR000487,6,922,0.9934924078091106
STNR000488,8,922,0.9913232104121475
STNR000489,7,922,0.9924078091106291
STNR000490,1,922,0.9989154013015185
STNR000491,1,922,0.9989154013015185
STNR000492,0,922,1.0
STNR000493,0,922,1.0
STNR000494,5,922,0.9945770065075922
STNR000495,0,922,1.0
STNR000496,3,922,0.9967462039045553
STNR000497,3,922,0.9967462039045553
STNR000498,5,922,0.9945770065075922
STNR000499,5,922,0.9945770065075922
STNR000500,3,922,0.9967462039045553
STNR000501,9,922,0.9902386117136659
STNR000502,13,922,0.9859002169197397
STNR000503,6,922,0.9934924078091106
STNR000504,6,922,0.9934924078091106
STNR000505,2,922,0.9978308026030369
STNR000506,12,922,0.9869848156182213
STNR000507,3,922,0.9967462039045553
STNR000508,8,922,0.9913232104121475
STNR000509,4,922,0.9956616052060737
STNR000510,9,922,0.9902386117136659
STNR000511,5,922,0.9945770065075922
STNR000512,7,922,0.9924078091106291
STNR000513,0,922,1.0
STNR000514,1,922,0.9989154013015185
STNR000515,1,922,0.9989154013015185
STNR000517,5,922,0.9945770065075922
STNR000518,1,922,0.9989154013015185
STNR000519,3,922,0.9967462039045553
STNR000520,3,922,0.9967462039045553
STNR000521,2,922,0.9978308026030369
STNR000522,2,922,0.9978308026030369
STNR000523,1,922,0.9989154013015185
STNR000524,3,922,0.9967462039045553
STNR000525,3,922,0.9967462039045553
STNR000526,7,922,0.9924078091106291
STNR000527,2,922,0.9978308026030369
STNR000528,0,922,1.0
STNR000529,2,922,0.9978308026030369
STNR000530,1,922,0.9989154013015185
STNR000531,1,922,0.9989154013015185
STNR000532,7,922,0.9924078091106291
STNR000533,6,922,0.9934924078091106
STNR000534,2,922,0.9978308026030369
STNR000535,2,922,0.9978308026030369
STNR000536,15,922,0.9837310195227765
STNR000537,3,922,0.9967462039045553
STNR000538,9,922,0.9902386117136659
STNR000539,4,922,0.9956616052060737
STNR000540,5,922,0.9945770065075922
STNR000541,11,922,0.9880694143167028
STNR000542,3,922,0.9967462039045553
STNR000543,9,922,0.9902386117136659
STNR000544,8,922,0.9913232104121475
STNR000545,5,922,0.9945770065075922
STNR000546,3,922,0.9967462039045553
STNR000548,0,922,1.0
STNR000549,0,922,1.0
STNR000550,0,922,1.0
STNR000551,4,922,0.9956616052060737
STNR000552,0,922,1.0
STNR000553,4,922,0.9956616052060737
STNR000554,2,922,0.9978308026030369
STNR000555,2,922,0.9978308026030369
STNR000556,2,922,0.9978308026030369
STNR000557,1,922,0.9989154013015185
STNR000558,0,922,1.0
STNR000559,1,922,0.9989154013015185
STNR000560,3,922,0.9967462039045553
STNR000561,6,922,0.9934924078091106
STNR000562,3,922,0.9967462039045553
STNR000563,0,922,1.0
STNR000564,4,922,0.9956616052060737
STNR000565,3,922,0.9967462039045553
STNR000566,3,922,0.9967462039045553
STNR000567,5,922,0.9945770065075922
STNR000568,3,922,0.9967462039045553
STNR000569,2,922,0.9978308026030369
STNR000570,7,922,0.9924078091106291
STNR000571,9,922,0.9902386117136659
STNR000572,3,922,0.9967462039045553
STNR000573,5,922,0.9945770065075922
STNR000574,0,922,1.0
STNR000575,0,922,1.0
STNR000576,4,922,0.9956616052060737
STNR000577,7,922,0.9924078091106291
STNR000578,4,922,0.9956616052060737
STNR000579,6,922,0.9934924078091106
STNR000580,4,922,0.9956616052060737
STNR000581,0,922,1.0
STNR000582,0,922,1.0
STNR000583,0,922,1.0
STNR000584,2,922,0.9978308026030369
STNR000585,5,922,0.9945770065075922
STNR000586,6,922,0.9934924078091106
STNR000587,0,922,1.0
STNR000588,2,922,0.9978308026030369
STNR000589,5,922,0.9945770065075922
STNR000590,5,922,0.9945770065075922
STNR000591,2,922,0.9978308026030369
STNR000592,4,922,0.9956616052060737
STNR000593,5,922,0.9945770065075922
STNR000594,0,922,1.0
STNR000595,0,922,1.0
STNR000596,2,922,0.9978308026030369
STNR000597,0,922,1.0
STNR000598,3,922,0.9967462039045553
STNR000599,0,922,1.0
STNR000600,2,922,0.9978308026030369
STNR000601,0,922,1.0
STNR000602,4,922,0.9956616052060737
STNR000603,4,922,0.9956616052060737
STNR000604,7,922,0.9924078091106291
STNR000605,4,922,0.9956616052060737
STNR000606,6,922,0.9934924078091106
STNR000607,8,922,0.9913232104121475
STNR000608,5,922,0.9945770065075922
STNR000609,9,922,0.9902386117136659
STNR000610,3,922,0.9967462039045553
STNR000611,1,922,0.9989154013015185
STNR000612,1,922,0.9989154013015185
STNR000613,2,922,0.9978308026030369
STNR000614,0,922,1.0
STNR000615,0,922,1.0
STNR000616,0,922,1.0
STNR000617,1,922,0.9989154013015185
STNR000618,0,922,1.0
STNR000619,3,922,0.9967462039045553
STNR000620,6,922,0.9934924078091106
STNR000621,6,922,0.9934924078091106
STNR000622,0,922,1.0
STNR000623,5,922,0.9945770065075922
STNR000624,2,922,0.9978308026030369
STNR000625,4,922,0.9956616052060737
STNR000626,4,922,0.9956616052060737
STNR000627,2,922,0.9978308026030369
STNR000628,4,922,0.9956616052060737
STNR000629,1,922,0.9989154013015185
STNR000630,3,922,0.9967462039045553
STNR000631,1,922,0.9989154013015185
STNR000632,0,922,1.0
STNR000633,0,922,1.0
STNR000634,0,922,1.0
STNR000635,2,922,0.9978308026030369
STNR000636,0,922,1.0
STNR000637,8,922,0.9913232104121475
STNR000638,1,922,0.9989154013015185
STNR000639,2,922,0.9978308026030369
STNR000640,9,922,0.9902386117136659
STNR000641,7,922,0.9924078091106291
STNR000642,6,922,0.9934924078091106
STNR000643,2,922,0.9978308026030369
STNR000644,4,922,0.9956616052060737
STNR000645,5,922,0.9945770065075922
STNR000646,5,922,0.9945770065075922
STNR000647,5,922,0.9945770065075922
STNR000648,2,922,0.9978308026030369
STNR000649,3,922,0.9967462039045553
STNR000650,3,922,0.9967462039045553
STNR000651,10,922,0.9891540130151844
STNR000652,3,922,0.9967462039045553
STNR000653,4,922,0.9956616052060737
STNR000654,2,922,0.9978308026030369
STNR000655,1,922,0.9989154013015185
STNR000656,1,922,0.9989154013015185
STNR000657,3,922,0.9967462039045553
STNR000658,3,922,0.9967462039045553
STNR000659,5,922,0.9945770065075922
STNR000660,1,922,0.9989154013015185
STNR000661,5,922,0.9945770065075922
STNR000662,3,922,0.9967462039045553
STNR000663,0,922,1.0
STNR000664,4,922,0.9956616052060737
STNR000665,4,922,0.9956616052060737
STNR000666,9,922,0.9902386117136659
STNR000667,3,922,0.9967462039045553
STNR000668,2,922,0.9978308026030369
STNR000669,5,922,0.9945770065075922
STNR000670,6,922,0.9934924078091106
STNR000671,0,922,1.0
STNR000672,3,922,0.9967462039045553
STNR000673,9,922,0.9902386117136659
STNR000674,5,922,0.9945770065075922
STNR000675,4,922,0.9956616052060737
STNR000676,5,922,0.9945770065075922
STNR000677,4,922,0.9956616052060737
STNR000678,5,922,0.9945770065075922
STNR000679,4,922,0.9956616052060737
STNR000680,1,922,0.9989154013015185
STNR000681,0,922,1.0
STNR000682,1,922,0.9989154013015185
STNR000683,5,922,0.9945770065075922
STNR000684,1,922,0.9989154013015185
STNR000685,0,922,1.0
STNR000686,2,922,0.9978308026030369
STNR000687,2,922,0.9978308026030369
STNR000688,5,922,0.9945770065075922
STNR000689,1,922,0.9989154013015185
STNR000690,1,922,0.9989154013015185
STNR000691,8,922,0.9913232104121475
STNR000692,3,922,0.9967462039045553
STNR000693,5,922,0.9945770065075922
STNR000694,9,922,0.9902386117136659
STNR000695,6,922,0.9934924078091106
STNR000696,4,922,0.9956616052060737
STNR000697,3,922,0.9967462039045553
STNR000698,6,922,0.9934924078091106
STNR000699,0,922,1.0
STNR000700,3,922,0.9967462039045553
STNR000701,8,922,0.9913232104121475
STNR000702,4,922,0.9956616052060737
STNR000703,0,922,1.0
STNR000704,0,922,1.0
STNR000705,5,922,0.9945770065075922
STNR000706,1,922,0.9989154013015185
STNR000707,2,922,0.9978308026030369
STNR000708,3,922,0.9967462039045553
STNR000709,4,922,0.9956616052060737
STNR000710,0,922,1.0
STNR000711,4,922,0.9956616052060737
STNR000712,9,922,0.9902386117136659
STNR000713,6,922,0.9934924078091106
STNR000714,8,922,0.9913232104121475
STNR000715,0,922,1.0
STNR000716,5,922,0.9945770065075922
STNR000717,6,922,0.9934924078091106
STNR000718,2,922,0.9978308026030369
STNR000719,4,922,0.9956616052060737
STNR000720,5,922,0.9945770065075922
STNR000721,6,922,0.9934924078091106
STNR000722,4,922,0.9956616052060737
STNR000723,8,922,0.9913232104121475
STNR000724,5,922,0.9945770065075922
STNR000725,1,922,0.9989154013015185
STNR000726,2,922,0.9978308026030369
STNR000727,4,922,0.9956616052060737
STNR000728,0,922,1.0
STNR000729,7,922,0.9924078091106291
STNR000730,3,922,0.9967462039045553
STNR000731,4,922,0.9956616052060737
STNR000732,5,922,0.9945770065075922
STNR000733,7,922,0.9924078091106291
STNR000734,4,922,0.9956616052060737
STNR000735,6,922,0.9934924078091106
STNR000736,0,922,1.0
STNR000737,0,922,1.0
STNR000738,8,922,0.9913232104121475
STNR000739,0,922,1.0
STNR000740,0,922,1.0
STNR000741,0,922,1.0
STNR000742,0,922,1.0
STNR000743,7,922,0.9924078091106291
STNR000744,2,922,0.9978308026030369
STNR000745,1,922,0.9989154013015185
STNR000746,4,922,0.9956616052060737
STNR000747,1,922,0.9989154013015185
STNR000748,1,922,0.9989154013015185
STNR000749,1,922,0.9989154013015185
STNR000750,1,922,0.9989154013015185
STNR000751,1,922,0.9989154013015185
STNR000752,0,922,1.0
STNR000753,4,922,0.9956616052060737
STNR000754,0,922,1.0
STNR000755,6,922,0.9934924078091106
STNR000756,3,922,0.9967462039045553
STNR000757,4,922,0.9956616052060737
STNR000758,13,922,0.9859002169197397
STNR000759,2,922,0.9978308026030369
STNR000760,4,922,0.9956616052060737
STNR000761,7,922,0.9924078091106291
STNR000762,0,922,1.0
STNR000763,2,922,0.9978308026030369
STNR000764,4,922,0.9956616052060737
STNR000765,2,922,0.9978308026030369
STNR000766,6,922,0.9934924078091106
STNR000767,1,922,0.9989154013015185
STNR000768,4,922,0.9956616052060737
STNR000769,5,922,0.9945770065075922
STNR000770,3,922,0.9967462039045553
STNR000771,6,922,0.9934924078091106
STNR000772,4,922,0.9956616052060737
